26	6	35	36
19	14	8	14
2	2	10	3
0	2	0	2
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	2	2	2
2	0	2	0
16	44	30	16
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	1
27	30	20	32
0	0	0	0
19	41	32	32
3	3	0	2
4	2	8	4
2	0	2	0
0	4	0	0
0	0	0	0
0	0	0	0
2	0	0	0
7	0	6	8
4	6	8	12
0	0	1	0
0	2	0	0
0	0	2	0
0	0	0	0
0	0	0	0
0	0	0	0
6	2	4	10
3	14	5	11
4	3	14	13
0	0	0	0
0	0	0	0
0	3	0	2
0	0	2	1
114	142	122	132
3	5	1	1
0	7	2	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
4	4	2	18
4	6	0	0
0	0	0	0
0	0	0	0
2	3	4	6
0	0	2	0
4	2	2	5
2	2	0	0
0	4	0	2
9	4	4	9
6	2	4	0
6	4	10	0
8	2	10	2
4	2	4	6
30	20	10	17
11	6	8	13
20	25	12	34
14	21	11	14
4	7	2	4
0	0	0	4
2	14	2	6
14	14	14	9
4	6	8	4
8	10	0	7
3	6	6	2
10	7	8	10
6	10	10	5
0	0	0	0
2	0	2	0
0	0	0	0
2	4	6	2
0	0	0	0
0	4	0	0
6	2	4	6
2	0	0	2
4	2	0	0
0	0	0	0
2	0	0	0
4	0	2	0
6	2	0	4
2	2	2	0
0	2	0	2
0	0	0	2
0	0	0	0
5	0	0	2
6	4	3	0
2	0	0	0
4	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
10	2	2	2
0	0	2	0
2	0	0	2
0	0	2	0
0	2	0	0
0	0	3	0
2	6	2	4
0	2	2	4
5	16	4	23
6	2	7	11
12	18	7	10
14	23	6	6
12	8	13	7
24	6	16	14
57	49	51	57
0	5	6	10
4	6	2	6
15	18	17	18
51	54	29	55
23	26	25	19
8	12	12	12
24	17	19	29
14	26	12	18
3	6	15	11
7	8	2	2
2	3	0	5
13	8	17	10
0	2	2	0
22	42	7	20
0	0	0	0
0	2	0	2
0	2	0	2
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	2
2	0	2	0
0	0	2	0
0	4	0	0
0	0	1	0
6	0	2	4
0	4	0	0
2	1	0	3
4	2	0	0
0	0	6	6
12	14	4	14
18	15	10	16
0	7	2	2
13	22	10	5
13	34	11	27
9	2	5	2
8	6	0	17
11	18	6	14
5	6	0	2
2	0	0	0
0	0	2	2
0	0	7	6
4	16	3	2
7	14	5	8
5	14	0	6
16	7	2	5
8	9	4	10
10	4	3	8
0	0	0	0
4	7	8	11
0	1	2	0
2	2	2	2
17	24	8	18
6	7	6	5
2	0	2	2
2	10	2	6
6	6	2	7
12	4	6	4
10	6	12	6
2	2	4	5
0	9	4	0
6	13	5	19
3	7	10	7
19	26	22	40
32	29	40	30
17	6	8	9
2	7	8	6
2	14	14	4
2	2	4	4
10	16	7	6
6	8	8	6
26	22	16	24
2	2	3	6
8	6	2	2
2	2	3	4
4	5	6	4
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	2	2	0
8	0	0	10
0	0	0	0
0	0	0	0
9	6	8	8
0	0	0	0
0	0	0	0
10	8	4	1
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
3	0	0	0
0	10	0	2
0	0	0	0
0	0	0	0
4	2	4	4
2	0	0	0
2	2	0	0
4	0	0	8
0	0	0	0
0	2	2	0
2	4	4	2
0	0	0	0
0	0	0	0
0	2	0	0
0	0	0	0
0	0	0	4
0	0	0	0
0	0	2	0
2	0	10	0
0	0	0	2
0	0	0	2
0	4	0	3
0	0	0	0
0	0	0	0
0	0	0	0
0	2	2	0
1	0	0	0
0	0	0	0
10	8	12	16
2	10	4	8
2	6	2	4
0	0	0	0
2	0	4	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	4	2	7
0	6	0	1
0	1	0	0
2	4	3	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
9	1	0	2
0	0	0	0
0	0	0	0
8	2	2	6
0	2	0	2
0	0	0	0
0	0	0	0
0	0	0	0
0	0	2	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
6	2	4	4
0	0	0	0
0	0	2	0
0	0	0	0
0	0	0	0
0	0	0	1
0	0	0	0
0	0	0	0
2	4	2	4
5	12	9	8
0	2	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
2	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	6	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
6	14	7	4
65	45	100	57
8	12	12	4
4	10	4	8
7	6	3	4
4	2	6	6
6	0	12	9
5	2	2	0
4	0	3	2
5	15	9	22
20	13	7	8
10	9	2	6
6	15	9	3
4	4	8	2
10	4	4	2
0	3	12	6
30	41	20	21
10	8	2	10
4	6	9	11
5	3	5	2
3	6	0	2
4	2	0	4
2	6	0	2
2	0	0	0
0	0	0	0
12	0	2	8
9	6	3	9
2	0	6	4
0	0	0	0
2	4	8	0
28	14	24	18
30	19	22	25
2	1	1	2
2	0	0	0
1	0	0	0
0	2	2	0
0	4	0	0
4	4	8	0
4	10	6	4
1	0	3	0
4	2	4	0
0	0	0	0
0	0	2	0
0	0	0	0
0	2	0	2
6	0	0	4
14	25	24	14
0	1	2	2
0	0	0	0
0	3	0	0
3	0	0	4
0	0	0	0
0	0	0	0
2	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	2	0
0	0	0	0
0	2	0	0
0	2	0	0
0	0	0	0
28	18	18	19
8	6	12	16
2	2	0	0
0	3	4	0
0	0	4	0
6	6	4	4
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	2	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	1	2
0	2	2	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	2	2
22	15	33	40
1	1	0	0
2	4	0	4
11	13	14	8
0	0	0	0
2	4	2	0
0	8	4	6
0	0	0	0
0	2	2	0
0	0	0	2
0	0	0	0
2	0	0	0
0	0	8	0
0	0	2	0
0	0	0	0
1	3	2	3
2	2	0	1
1	0	0	0
0	0	0	0
0	0	0	0
4	0	0	6
4	2	2	0
0	0	0	0
8	9	8	10
86	84	61	74
16	33	15	12
0	2	0	0
10	10	6	5
0	0	4	4
4	7	0	4
14	7	11	7
2	4	4	2
2	0	2	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	2
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
2	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
2	0	4	10
0	0	0	6
0	0	2	0
0	0	0	0
0	2	4	2
0	0	0	4
6	0	4	4
0	0	0	0
0	0	0	0
0	0	0	2
0	0	0	0
0	0	0	0
0	0	0	0
0	2	0	2
4	0	0	2
5	2	12	11
0	0	0	0
2	0	0	0
0	0	0	2
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
1	0	0	0
0	0	0	0
0	0	0	0
0	0	0	2
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	2
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
2	0	0	2
0	0	0	0
0	0	0	0
0	0	0	0
2	0	0	0
8	6	12	4
6	9	2	0
0	0	0	0
4	0	0	0
0	0	0	0
0	0	0	0
2	0	0	0
0	0	0	0
0	1	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	3	7
0	0	0	0
0	0	0	0
4	0	2	4
0	0	0	0
2	0	2	1
0	0	0	0
0	0	0	0
1	0	0	2
0	0	0	2
4	0	4	6
0	0	0	0
0	2	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	2	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	4
2	2	6	4
0	0	0	6
0	0	0	0
2	0	0	0
10	6	6	0
4	13	9	4
5	5	2	4
0	0	0	0
0	2	2	6
0	0	0	6
8	8	2	10
0	9	2	2
6	2	0	5
5	14	4	4
2	4	0	4
0	0	2	8
3	4	2	2
36	29	31	18
17	32	11	24
0	0	0	0
0	1	0	3
2	0	2	0
0	0	0	0
0	0	0	0
6	4	8	2
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
2	4	4	0
4	7	1	2
70	76	90	52
0	4	2	2
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
59	113	67	53
241	255	234	177
331	395	300	285
198	219	202	175
54	69	91	79
0	0	0	2
0	3	0	0
67	106	108	93
2	0	0	1
0	3	0	0
2	2	0	1
0	6	0	0
0	0	0	0
19	12	24	11
0	0	2	0
0	2	0	0
0	0	0	0
1	6	0	3
0	0	0	0
68	43	73	69
90	48	69	84
69	54	59	59
15	2	17	22
2	2	2	1
0	0	2	5
0	0	1	2
4	4	2	4
5	3	9	6
25	31	44	22
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	2	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	2	4
82	16	111	89
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	2	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	2	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
126	115	85	113
4	3	0	2
2	0	1	0
0	6	3	2
16	22	10	20
0	10	6	3
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
17	9	5	14
6	2	2	2
8	8	7	12
4	4	0	0
4	0	4	2
13	3	15	5
0	0	0	0
18	58	44	36
52	59	53	54
6	4	4	1
34	51	48	47
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
2	2	0	2
0	3	0	0
0	13	0	2
0	0	0	0
0	2	0	0
0	0	0	0
0	1	0	0
0	0	0	0
2	4	6	1
0	3	1	2
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	2	0	0
0	0	0	2
23	10	12	16
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
10	2	6	3
6	0	4	2
2	0	0	4
0	0	2	0
2	2	0	2
2	4	0	4
0	0	0	0
0	2	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	3
0	0	0	0
0	2	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
4	1	0	2
3	5	2	2
0	2	2	0
0	0	0	0
4	1	2	0
2	7	8	8
0	0	0	2
0	0	0	0
4	0	0	0
2	8	6	4
4	6	0	2
0	0	4	4
10	8	3	8
2	7	9	8
0	0	0	0
6	0	6	2
4	2	2	3
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
4	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
2	0	0	0
0	0	0	0
0	0	0	0
0	0	0	2
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
2	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	8	0	0
0	10	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	2
4	2	2	2
0	0	0	0
0	0	0	0
6	0	4	4
2	2	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	2	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	2	0
0	0	0	0
0	0	0	0
0	0	0	0
4	0	5	2
16	27	19	32
2	1	2	4
4	3	10	5
0	0	0	0
2	3	5	4
2	0	0	2
0	2	0	2
0	0	0	0
2	8	2	4
3	3	0	4
4	11	9	5
4	5	5	2
0	0	0	2
2	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
2	0	0	0
1	0	0	2
6	0	0	2
2	0	2	2
0	2	2	0
0	0	0	0
0	0	0	0
0	2	0	0
2	0	0	0
2	0	0	0
2	0	0	0
0	0	0	2
2	2	2	4
0	0	2	1
7	14	6	1
8	9	6	2
20	40	38	24
15	14	16	29
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	1	0	0
0	12	0	0
4	4	0	2
0	0	0	0
0	2	2	0
2	2	4	8
0	0	0	0
0	0	3	0
1	2	0	0
9	16	4	6
4	0	10	2
0	2	0	0
3	4	3	8
2	7	2	0
2	2	0	0
4	20	18	17
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	2
6	3	4	4
0	1	0	1
6	10	1	14
0	0	0	0
0	2	1	4
0	4	2	0
0	4	0	0
2	1	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
4	0	0	2
32	18	13	27
49	34	48	24
0	0	0	0
4	2	6	2
35	6	40	16
0	0	0	0
0	0	0	0
0	0	0	0
0	2	4	2
12	0	27	10
0	0	0	0
0	0	0	0
0	0	0	0
4	0	4	2
2	24	6	21
2	0	5	6
0	0	0	0
0	0	0	0
0	0	0	0
2	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	2
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	1	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	2
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	4	2	6
4	0	6	4
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
6	5	10	2
0	0	2	0
2	24	5	21
10	18	11	6
4	8	6	6
0	0	0	0
4	0	2	2
30	16	51	24
4	4	6	6
4	4	4	4
2	2	0	0
2	2	0	4
2	0	2	0
6	2	4	13
0	2	1	6
0	4	2	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	2	0
0	0	0	0
0	0	0	0
0	2	0	0
0	6	2	6
15	35	18	39
0	2	2	2
2	0	6	6
0	0	6	4
0	0	0	2
2	0	2	4
0	0	0	0
2	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
48	8	45	40
6	0	4	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
16	18	17	22
62	60	60	69
8	25	13	24
2	6	0	1
4	5	4	0
98	146	147	125
3	3	0	2
2	4	0	0
0	6	2	0
41	50	25	35
22	28	31	17
32	23	31	39
22	41	26	32
16	40	18	20
12	29	17	17
2	2	0	2
0	5	10	4
4	0	4	16
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	2	0	0
0	0	0	0
2	0	0	0
0	0	12	6
0	2	2	4
0	0	0	0
18	14	29	19
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	2	0	4
0	0	1	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	2	0	2
0	0	0	0
2	0	0	0
2	4	4	4
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
4	8	2	6
6	6	4	12
1	6	5	4
4	3	4	2
2	5	0	2
0	0	2	0
0	0	0	0
7	6	7	10
8	3	11	9
0	2	0	5
6	9	2	4
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
2	2	0	4
0	0	0	0
0	0	0	0
0	1	0	0
0	4	0	2
2	0	2	0
0	0	0	2
2	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
1	0	0	0
0	0	0	2
4	7	4	4
1	2	2	2
0	2	0	0
4	0	2	0
0	0	0	0
2	0	0	0
0	2	0	0
2	4	6	6
8	10	2	4
4	6	2	1
0	0	0	0
0	0	0	0
0	0	0	2
0	3	0	0
10	3	4	3
12	3	7	14
11	9	15	15
12	2	4	2
15	10	14	16
28	17	20	16
2	6	0	5
15	2	8	4
5	1	4	6
0	2	2	0
0	0	0	0
0	0	0	0
2	4	2	4
5	0	0	13
7	4	5	0
6	12	2	5
2	5	0	1
0	4	4	2
0	2	2	6
0	4	2	0
2	2	4	0
10	9	12	10
0	2	0	2
0	2	2	0
2	0	2	6
0	0	2	0
0	0	2	2
0	0	0	0
0	0	0	0
2	2	1	4
3	8	8	14
1	10	12	12
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	2
0	0	0	0
33	36	50	27
32	16	36	17
33	29	29	28
146	109	156	123
83	60	101	83
4	13	0	8
36	20	33	28
47	35	31	26
36	30	59	44
28	25	27	37
92	62	102	80
223	140	203	180
61	50	60	49
4	2	4	2
4	5	1	0
43	30	35	44
88	72	56	76
40	35	33	35
0	0	2	2
38	22	42	51
0	0	2	0
6	2	8	2
337	276	352	338
2	5	6	6
8	8	10	2
53	59	55	60
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
7	5	8	15
12	5	4	9
12	4	0	2
12	11	10	8
3	2	0	0
0	0	0	0
4	2	4	4
4	0	1	7
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
3	5	2	4
18	14	28	22
10	4	8	6
12	13	7	12
2	8	0	4
43	37	33	40
2	3	0	4
2	4	0	9
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
2	0	0	0
2	2	3	6
0	0	2	0
12	12	6	14
5	10	6	5
2	3	0	0
2	1	0	2
16	31	20	18
17	7	19	8
24	22	16	29
14	18	27	17
17	12	10	18
17	17	11	11
1	1	0	2
30	41	19	44
15	17	28	26
35	37	37	40
27	39	21	16
19	8	18	22
78	55	122	79
14	16	8	8
14	10	4	10
1	5	3	0
2	4	0	9
4	4	0	0
0	0	0	0
0	2	0	0
2	0	0	2
0	2	2	2
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
14	36	11	22
0	1	2	2
0	0	0	0
14	23	12	23
50	88	30	38
1	0	0	0
12	2	26	11
10	6	8	12
0	2	0	0
0	0	0	0
0	2	0	0
0	0	0	0
0	0	0	0
0	0	4	4
22	25	10	18
22	25	10	24
0	4	0	0
0	2	5	4
0	0	0	0
3	0	0	0
2	6	6	4
0	0	2	0
0	0	0	0
2	0	0	2
0	0	0	0
19	5	8	8
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	2
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
2	0	1	0
0	0	0	0
0	0	0	0
0	0	0	0
1	2	0	0
2	6	0	8
6	2	0	3
0	2	4	2
0	0	0	0
0	3	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	4	0
15	18	9	24
22	21	26	16
26	28	21	16
22	26	22	17
20	44	21	17
14	23	12	32
23	22	15	23
16	17	14	13
2	11	8	2
5	5	3	4
0	0	2	4
37	43	26	47
0	0	2	1
6	3	8	2
18	4	5	7
60	99	78	89
4	0	4	2
0	0	2	0
2	0	3	0
0	8	2	4
0	2	2	4
10	4	2	2
0	0	2	1
2	0	0	1
87	94	88	129
22	35	18	47
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
1	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
12	12	4	6
0	2	0	4
2	2	0	4
0	2	0	0
0	2	0	2
0	0	0	2
3	3	4	4
0	0	0	0
5	3	4	6
2	8	2	8
10	6	4	8
17	18	13	18
21	41	27	12
0	0	0	0
0	0	0	0
0	0	0	4
9	2	10	10
5	6	2	2
2	0	0	0
0	0	0	0
0	0	0	0
10	6	10	8
3	4	0	0
0	2	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	1	1	0
4	2	2	6
14	10	6	12
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	1	1	0
0	2	0	2
12	13	4	2
4	5	2	6
4	2	2	0
4	6	6	5
6	13	2	4
10	10	4	13
7	8	3	7
3	2	0	0
1	0	0	0
2	2	0	6
4	0	0	0
0	2	0	2
3	0	0	2
4	24	8	10
12	7	7	9
0	4	3	2
0	0	0	4
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	2
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	2
1	0	0	0
12	18	4	18
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
4	0	6	2
18	46	41	38
2	4	4	2
6	0	4	6
0	0	0	0
0	2	0	2
0	2	2	2
0	0	0	0
9	10	5	13
2	2	4	3
0	0	0	0
0	0	0	0
0	0	0	0
1	0	4	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	2	0
1	0	0	0
0	0	0	0
0	0	0	0
2	0	0	0
0	0	1	0
2	0	2	2
23	60	39	52
0	0	0	0
6	10	6	4
19	9	14	7
0	0	0	0
0	0	0	0
0	0	0	0
