2	2	2
4	15	1
0	0	0
4	12	6
6	10	6
11	0	4
0	4	9
2	4	8
0	0	2
8	6	16
18	4	4
2	3	7
2	0	0
2	2	6
0	0	0
2	0	2
4	6	4
4	0	5
6	0	6
2	2	0
10	10	9
15	17	18
14	11	13
69	92	85
4	2	17
36	46	34
6	7	15
26	21	36
16	23	16
17	9	10
8	8	22
21	24	12
0	2	0
4	0	4
14	10	7
0	0	0
0	2	0
0	0	0
0	0	0
0	0	0
0	2	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	2
0	0	0
0	4	2
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	2
0	0	0
0	4	4
0	0	0
0	0	0
0	0	0
0	0	0
0	2	0
0	0	0
0	2	0
0	0	0
1	4	4
0	4	0
2	2	0
0	1	0
0	0	0
14	10	11
10	13	8
18	22	19
0	12	14
4	12	7
16	17	14
4	7	0
4	15	17
0	0	2
14	36	18
7	2	9
5	2	6
4	6	5
14	8	4
6	8	7
2	0	0
14	20	23
10	2	8
6	8	15
24	18	11
1	2	4
2	0	1
24	26	38
2	10	10
42	29	34
27	30	44
0	0	0
17	16	32
19	8	16
12	17	16
0	2	3
7	2	4
4	6	8
30	31	37
5	5	6
4	3	6
6	14	14
4	12	0
4	8	4
72	80	78
9	6	17
9	24	16
9	8	23
1	5	2
3	2	0
12	2	2
12	4	14
0	2	0
0	10	2
23	16	22
8	9	9
0	6	6
26	12	11
13	16	20
0	4	4
18	14	11
9	6	4
3	3	2
39	62	44
42	63	46
14	12	20
6	8	6
0	4	7
0	2	0
12	14	8
4	9	9
4	18	17
162	151	216
34	26	19
6	10	4
15	28	23
6	8	10
2	2	6
9	6	7
4	5	6
23	31	24
0	0	0
0	0	0
0	0	0
10	19	24
22	21	29
24	22	19
3	5	7
14	4	12
182	277	192
2	8	2
6	8	4
4	7	8
2	6	13
0	2	4
3	0	2
2	5	4
0	0	0
0	0	1
24	15	20
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
2	0	0
0	0	0
3	0	2
1	4	0
0	0	0
4	1	2
8	8	7
0	0	0
10	2	4
1	2	2
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	2
0	0	0
0	0	0
0	5	1
0	0	0
0	0	0
0	0	0
12	12	10
8	4	0
2	8	4
0	0	0
0	0	0
4	2	4
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
20	22	20
14	13	16
2	6	6
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
4	9	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
18	4	17
0	0	0
12	17	12
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	2	0
0	0	0
0	0	0
2	0	0
0	0	0
0	0	0
0	0	0
0	2	0
9	0	7
11	12	14
1	0	0
0	0	0
1	3	2
2	2	0
129	144	148
8	2	0
2	0	4
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
16	12	13
0	0	2
2	0	0
0	0	0
4	1	0
0	0	0
2	2	3
0	0	0
0	2	0
8	10	1
1	6	5
6	0	0
2	9	6
1	2	1
11	16	26
13	8	6
18	30	18
11	3	14
4	0	10
2	4	2
0	2	9
6	14	12
10	6	4
4	2	11
8	6	10
0	10	16
8	14	14
0	0	0
0	0	0
0	0	0
0	2	0
0	0	2
0	2	0
0	0	0
0	0	0
0	6	0
0	0	0
0	0	0
0	0	0
2	2	3
0	8	5
2	1	5
0	0	0
0	0	0
4	2	0
1	6	0
2	0	2
0	4	2
0	0	2
0	0	0
0	0	0
0	0	0
2	0	0
0	0	0
0	0	0
0	0	0
2	2	0
4	5	0
0	0	1
11	9	10
5	4	11
4	4	9
8	4	9
12	12	10
20	23	17
57	63	52
6	14	4
1	0	10
17	25	18
51	55	76
15	25	25
8	12	12
26	18	10
28	23	28
7	7	6
10	16	10
0	0	4
10	7	6
4	2	1
14	26	24
2	0	0
4	0	6
4	0	2
0	0	0
0	0	0
0	0	2
0	2	0
0	2	0
0	0	0
2	0	1
0	0	0
0	0	0
0	0	0
2	0	0
0	2	0
2	2	8
4	4	2
1	0	0
8	15	12
11	16	25
2	4	8
8	8	10
22	18	22
5	9	2
2	4	6
9	5	8
4	0	0
0	0	0
5	0	2
0	2	0
4	3	4
8	6	14
4	2	11
4	4	4
9	10	8
6	7	11
0	0	5
4	12	5
2	0	2
4	0	1
10	11	23
10	14	15
2	2	5
5	8	8
0	3	4
3	1	12
12	10	6
8	9	2
8	3	1
18	12	17
2	2	0
15	23	44
22	34	40
10	11	5
3	6	1
6	4	8
4	2	1
11	14	19
2	8	4
22	15	28
3	2	13
5	12	6
4	9	0
6	3	0
2	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
4	2	0
0	2	0
0	0	0
0	0	0
16	2	10
0	0	0
0	0	0
2	2	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	2	0
4	2	4
0	0	0
0	0	0
2	2	0
0	0	0
0	1	0
2	0	0
0	0	0
0	0	0
2	2	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	2
0	2	0
0	0	0
0	0	0
0	0	0
0	3	2
0	0	0
2	0	0
8	8	6
4	6	2
6	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
2	0	0
5	4	0
2	4	0
0	2	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	2	0
0	0	0
0	0	0
2	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	2	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
2	0	4
4	10	10
0	2	0
0	0	0
0	0	0
0	0	0
2	0	2
0	3	0
0	1	0
0	0	0
0	0	2
2	0	4
2	2	0
0	0	0
0	0	0
0	0	0
0	0	0
8	9	6
92	64	92
10	7	10
3	9	8
4	13	5
12	2	4
0	6	6
4	4	0
7	11	6
5	13	26
6	11	18
5	5	4
9	20	7
5	2	6
2	4	4
2	10	0
13	21	32
8	9	5
4	4	8
5	8	7
0	6	2
0	4	8
0	0	4
0	0	0
0	0	0
0	2	2
0	0	1
2	0	0
0	0	2
0	6	0
18	16	18
16	28	12
0	2	2
0	0	0
0	0	0
1	0	2
0	2	0
2	4	2
3	4	6
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
2	0	2
0	0	2
23	24	23
2	2	5
0	0	0
0	0	0
4	3	0
0	0	0
0	0	0
0	0	0
2	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
14	22	14
14	8	10
0	0	0
2	3	6
3	0	0
2	0	4
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
3	0	0
4	2	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
2	0	2
10	22	32
1	0	0
0	0	0
6	8	15
0	0	2
2	6	0
7	2	10
0	0	0
0	0	1
0	0	0
0	0	0
0	0	0
0	0	2
0	0	0
0	0	0
0	1	0
2	2	2
0	0	0
0	0	0
0	0	0
0	0	2
0	0	2
0	0	0
2	9	18
81	71	117
8	15	15
2	2	0
6	8	8
1	2	0
0	0	7
5	12	10
2	0	1
0	3	6
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	2
0	0	0
0	2	2
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
6	14	12
0	0	0
0	0	0
